Time Window,SYN Rate,SYN Percentage,Port Spread,ACK Response Rate,Source Diversity
moderate,very high,minimal,broad sweep,minimal response,centralized
moderate,very high,minimal,broad sweep,minimal response,moderately distributed
moderate,very high,minimal,broad sweep,minimal response,highly distributed
moderate,very high,minimal,broad sweep,partial response,centralized
moderate,very high,minimal,broad sweep,partial response,moderately distributed
moderate,very high,minimal,broad sweep,partial response,highly distributed
moderate,very high,minimal,broad sweep,widespread response,centralized
moderate,very high,minimal,broad sweep,widespread response,moderately distributed
moderate,very high,minimal,broad sweep,widespread response,highly distributed
moderate,very high,minimal,broad sweep,broad response,centralized
moderate,very high,minimal,broad sweep,broad response,moderately distributed
moderate,very high,minimal,broad sweep,broad response,highly distributed
moderate,very high,minimal,broad sweep,complete response,centralized
moderate,very high,minimal,broad sweep,complete response,moderately distributed
moderate,very high,minimal,broad sweep,complete response,highly distributed
moderate,very high,low,a few,no response,centralized
moderate,very high,low,a few,no response,moderately distributed
moderate,very high,low,a few,no response,highly distributed
moderate,very high,low,a few,minimal response,centralized
moderate,very high,low,a few,minimal response,moderately distributed
moderate,very high,low,a few,minimal response,highly distributed
moderate,very high,low,a few,partial response,centralized
moderate,very high,low,a few,partial response,moderately distributed
moderate,very high,low,a few,partial response,highly distributed
moderate,very high,low,a few,widespread response,centralized
moderate,very high,low,a few,widespread response,moderately distributed
moderate,very high,low,a few,widespread response,highly distributed
moderate,very high,low,a few,broad response,centralized
moderate,very high,low,a few,broad response,moderately distributed
moderate,very high,low,a few,broad response,highly distributed
moderate,very high,low,a few,complete response,centralized
moderate,very high,low,a few,complete response,moderately distributed
moderate,very high,low,a few,complete response,highly distributed
moderate,very high,low,several,no response,centralized
moderate,very high,low,several,no response,moderately distributed
moderate,very high,low,several,no response,highly distributed
moderate,very high,low,several,minimal response,centralized
moderate,very high,low,several,minimal response,moderately distributed
moderate,very high,low,several,minimal response,highly distributed
moderate,very high,low,several,partial response,centralized
moderate,very high,low,several,partial response,moderately distributed
moderate,very high,low,several,partial response,highly distributed
moderate,very high,low,several,widespread response,centralized
moderate,very high,low,several,widespread response,moderately distributed
moderate,very high,low,several,widespread response,highly distributed
moderate,very high,low,several,broad response,centralized
moderate,very high,low,several,broad response,moderately distributed
moderate,very high,low,several,broad response,highly distributed
moderate,very high,low,several,complete response,centralized
moderate,very high,low,several,complete response,moderately distributed
moderate,very high,low,several,complete response,highly distributed
moderate,very high,low,many,no response,centralized
moderate,very high,low,many,no response,moderately distributed
moderate,very high,low,many,no response,highly distributed
moderate,very high,low,many,minimal response,centralized
moderate,very high,low,many,minimal response,moderately distributed
moderate,very high,low,many,minimal response,highly distributed
moderate,very high,low,many,partial response,centralized
moderate,very high,low,many,partial response,moderately distributed
moderate,very high,low,many,partial response,highly distributed
moderate,very high,low,many,widespread response,centralized
moderate,very high,low,many,widespread response,moderately distributed
moderate,very high,low,many,widespread response,highly distributed
moderate,very high,low,many,broad response,centralized
moderate,very high,low,many,broad response,moderately distributed
moderate,very high,low,many,broad response,highly distributed
moderate,very high,low,many,complete response,centralized
moderate,very high,low,many,complete response,moderately distributed
moderate,very high,low,many,complete response,highly distributed
moderate,very high,low,broad sweep,no response,centralized
moderate,very high,low,broad sweep,no response,moderately distributed
moderate,very high,low,broad sweep,no response,highly distributed
moderate,very high,low,broad sweep,minimal response,centralized
moderate,very high,low,broad sweep,minimal response,moderately distributed
moderate,very high,low,broad sweep,minimal response,highly distributed
moderate,very high,low,broad sweep,partial response,centralized
moderate,very high,low,broad sweep,partial response,moderately distributed
moderate,very high,low,broad sweep,partial response,highly distributed
moderate,very high,low,broad sweep,widespread response,centralized
moderate,very high,low,broad sweep,widespread response,moderately distributed
moderate,very high,low,broad sweep,widespread response,highly distributed
moderate,very high,low,broad sweep,broad response,centralized
moderate,very high,low,broad sweep,broad response,moderately distributed
moderate,very high,low,broad sweep,broad response,highly distributed
moderate,very high,low,broad sweep,complete response,centralized
moderate,very high,low,broad sweep,complete response,moderately distributed
moderate,very high,low,broad sweep,complete response,highly distributed
moderate,very high,moderate,a few,no response,centralized
moderate,very high,moderate,a few,no response,moderately distributed
moderate,very high,moderate,a few,no response,highly distributed
moderate,very high,moderate,a few,minimal response,centralized
moderate,very high,moderate,a few,minimal response,moderately distributed
moderate,very high,moderate,a few,minimal response,highly distributed
moderate,very high,moderate,a few,partial response,centralized
moderate,very high,moderate,a few,partial response,moderately distributed
moderate,very high,moderate,a few,partial response,highly distributed
moderate,very high,moderate,a few,widespread response,centralized
moderate,very high,moderate,a few,widespread response,moderately distributed
moderate,very high,moderate,a few,widespread response,highly distributed
moderate,very high,moderate,a few,broad response,centralized
moderate,very high,moderate,a few,broad response,moderately distributed
moderate,very high,moderate,a few,broad response,highly distributed
moderate,very high,moderate,a few,complete response,centralized
moderate,very high,moderate,a few,complete response,moderately distributed
moderate,very high,moderate,a few,complete response,highly distributed
moderate,very high,moderate,several,no response,centralized
moderate,very high,moderate,several,no response,moderately distributed
moderate,very high,moderate,several,no response,highly distributed
moderate,very high,moderate,several,minimal response,centralized
moderate,very high,moderate,several,minimal response,moderately distributed
moderate,very high,moderate,several,minimal response,highly distributed
moderate,very high,moderate,several,partial response,centralized
moderate,very high,moderate,several,partial response,moderately distributed
moderate,very high,moderate,several,partial response,highly distributed
moderate,very high,moderate,several,widespread response,centralized
moderate,very high,moderate,several,widespread response,moderately distributed
moderate,very high,moderate,several,widespread response,highly distributed
moderate,very high,moderate,several,broad response,centralized
moderate,very high,moderate,several,broad response,moderately distributed
moderate,very high,moderate,several,broad response,highly distributed
moderate,very high,moderate,several,complete response,centralized
moderate,very high,moderate,several,complete response,moderately distributed
moderate,very high,moderate,several,complete response,highly distributed
moderate,very high,moderate,many,no response,centralized
moderate,very high,moderate,many,no response,moderately distributed
moderate,very high,moderate,many,no response,highly distributed
moderate,very high,moderate,many,minimal response,centralized
moderate,very high,moderate,many,minimal response,moderately distributed
moderate,very high,moderate,many,minimal response,highly distributed
moderate,very high,moderate,many,partial response,centralized
moderate,very high,moderate,many,partial response,moderately distributed
moderate,very high,moderate,many,partial response,highly distributed
moderate,very high,moderate,many,widespread response,centralized
moderate,very high,moderate,many,widespread response,moderately distributed
moderate,very high,moderate,many,widespread response,highly distributed
moderate,very high,moderate,many,broad response,centralized
moderate,very high,moderate,many,broad response,moderately distributed
moderate,very high,moderate,many,broad response,highly distributed
moderate,very high,moderate,many,complete response,centralized
moderate,very high,moderate,many,complete response,moderately distributed
moderate,very high,moderate,many,complete response,highly distributed
moderate,very high,moderate,broad sweep,no response,centralized
moderate,very high,moderate,broad sweep,no response,moderately distributed
moderate,very high,moderate,broad sweep,no response,highly distributed
moderate,very high,moderate,broad sweep,minimal response,centralized
moderate,very high,moderate,broad sweep,minimal response,moderately distributed
moderate,very high,moderate,broad sweep,minimal response,highly distributed
moderate,very high,moderate,broad sweep,partial response,centralized
moderate,very high,moderate,broad sweep,partial response,moderately distributed
moderate,very high,moderate,broad sweep,partial response,highly distributed
moderate,very high,moderate,broad sweep,widespread response,centralized
moderate,very high,moderate,broad sweep,widespread response,moderately distributed
moderate,very high,moderate,broad sweep,widespread response,highly distributed
moderate,very high,moderate,broad sweep,broad response,centralized
moderate,very high,moderate,broad sweep,broad response,moderately distributed
moderate,very high,moderate,broad sweep,broad response,highly distributed
moderate,very high,moderate,broad sweep,complete response,centralized
moderate,very high,moderate,broad sweep,complete response,moderately distributed
moderate,very high,moderate,broad sweep,complete response,highly distributed
moderate,very high,dominant,a few,no response,centralized
moderate,very high,dominant,a few,no response,moderately distributed
moderate,very high,dominant,a few,no response,highly distributed
moderate,very high,dominant,a few,minimal response,centralized
moderate,very high,dominant,a few,minimal response,moderately distributed
moderate,very high,dominant,a few,minimal response,highly distributed
moderate,very high,dominant,a few,partial response,centralized
moderate,very high,dominant,a few,partial response,moderately distributed
moderate,very high,dominant,a few,partial response,highly distributed
moderate,very high,dominant,a few,widespread response,centralized
moderate,very high,dominant,a few,widespread response,moderately distributed
moderate,very high,dominant,a few,widespread response,highly distributed
moderate,very high,dominant,a few,broad response,centralized
moderate,very high,dominant,a few,broad response,moderately distributed
moderate,very high,dominant,a few,broad response,highly distributed
moderate,very high,dominant,a few,complete response,centralized
moderate,very high,dominant,a few,complete response,moderately distributed
moderate,very high,dominant,a few,complete response,highly distributed
moderate,very high,dominant,several,no response,centralized
moderate,very high,dominant,several,no response,moderately distributed
moderate,very high,dominant,several,no response,highly distributed
moderate,very high,dominant,several,minimal response,centralized
moderate,very high,dominant,several,minimal response,moderately distributed
moderate,very high,dominant,several,minimal response,highly distributed
moderate,very high,dominant,several,partial response,centralized
moderate,very high,dominant,several,partial response,moderately distributed
moderate,very high,dominant,several,partial response,highly distributed
moderate,very high,dominant,several,widespread response,centralized
moderate,very high,dominant,several,widespread response,moderately distributed
moderate,very high,dominant,several,widespread response,highly distributed
moderate,very high,dominant,several,broad response,centralized
moderate,very high,dominant,several,broad response,moderately distributed
moderate,very high,dominant,several,broad response,highly distributed
moderate,very high,dominant,several,complete response,centralized
moderate,very high,dominant,several,complete response,moderately distributed
moderate,very high,dominant,several,complete response,highly distributed
moderate,very high,dominant,many,no response,centralized
moderate,very high,dominant,many,no response,moderately distributed
moderate,very high,dominant,many,no response,highly distributed
moderate,very high,dominant,many,minimal response,centralized
moderate,very high,dominant,many,minimal response,moderately distributed
moderate,very high,dominant,many,minimal response,highly distributed
moderate,very high,dominant,many,partial response,centralized
moderate,very high,dominant,many,partial response,moderately distributed
moderate,very high,dominant,many,partial response,highly distributed
moderate,very high,dominant,many,widespread response,centralized
moderate,very high,dominant,many,widespread response,moderately distributed
moderate,very high,dominant,many,widespread response,highly distributed
moderate,very high,dominant,many,broad response,centralized
moderate,very high,dominant,many,broad response,moderately distributed
moderate,very high,dominant,many,broad response,highly distributed
moderate,very high,dominant,many,complete response,centralized
moderate,very high,dominant,many,complete response,moderately distributed
moderate,very high,dominant,many,complete response,highly distributed
moderate,very high,dominant,broad sweep,no response,centralized
moderate,very high,dominant,broad sweep,no response,moderately distributed
moderate,very high,dominant,broad sweep,no response,highly distributed
moderate,very high,dominant,broad sweep,minimal response,centralized
moderate,very high,dominant,broad sweep,minimal response,moderately distributed
moderate,very high,dominant,broad sweep,minimal response,highly distributed
moderate,very high,dominant,broad sweep,partial response,centralized
moderate,very high,dominant,broad sweep,partial response,moderately distributed
moderate,very high,dominant,broad sweep,partial response,highly distributed
moderate,very high,dominant,broad sweep,widespread response,centralized
moderate,very high,dominant,broad sweep,widespread response,moderately distributed
moderate,very high,dominant,broad sweep,widespread response,highly distributed
moderate,very high,dominant,broad sweep,broad response,centralized
moderate,very high,dominant,broad sweep,broad response,moderately distributed
moderate,very high,dominant,broad sweep,broad response,highly distributed
moderate,very high,dominant,broad sweep,complete response,centralized
moderate,very high,dominant,broad sweep,complete response,moderately distributed
moderate,very high,dominant,broad sweep,complete response,highly distributed
moderate,very high,overwhelming,a few,no response,centralized
moderate,very high,overwhelming,a few,no response,moderately distributed
moderate,very high,overwhelming,a few,no response,highly distributed
moderate,very high,overwhelming,a few,minimal response,centralized
moderate,very high,overwhelming,a few,minimal response,moderately distributed
moderate,very high,overwhelming,a few,minimal response,highly distributed
moderate,very high,overwhelming,a few,partial response,centralized
moderate,very high,overwhelming,a few,partial response,moderately distributed
moderate,very high,overwhelming,a few,partial response,highly distributed
moderate,very high,overwhelming,a few,widespread response,centralized
moderate,very high,overwhelming,a few,widespread response,moderately distributed
moderate,very high,overwhelming,a few,widespread response,highly distributed
moderate,very high,overwhelming,a few,broad response,centralized
moderate,very high,overwhelming,a few,broad response,moderately distributed
moderate,very high,overwhelming,a few,broad response,highly distributed
moderate,very high,overwhelming,a few,complete response,centralized
moderate,very high,overwhelming,a few,complete response,moderately distributed
moderate,very high,overwhelming,a few,complete response,highly distributed
moderate,very high,overwhelming,several,no response,centralized
moderate,very high,overwhelming,several,no response,moderately distributed
moderate,very high,overwhelming,several,no response,highly distributed
moderate,very high,overwhelming,several,minimal response,centralized
moderate,very high,overwhelming,several,minimal response,moderately distributed
moderate,very high,overwhelming,several,minimal response,highly distributed
moderate,very high,overwhelming,several,partial response,centralized
moderate,very high,overwhelming,several,partial response,moderately distributed
moderate,very high,overwhelming,several,partial response,highly distributed
moderate,very high,overwhelming,several,widespread response,centralized
moderate,very high,overwhelming,several,widespread response,moderately distributed
moderate,very high,overwhelming,several,widespread response,highly distributed
moderate,very high,overwhelming,several,broad response,centralized
moderate,very high,overwhelming,several,broad response,moderately distributed
moderate,very high,overwhelming,several,broad response,highly distributed
moderate,very high,overwhelming,several,complete response,centralized
moderate,very high,overwhelming,several,complete response,moderately distributed
moderate,very high,overwhelming,several,complete response,highly distributed
moderate,very high,overwhelming,many,no response,centralized
moderate,very high,overwhelming,many,no response,moderately distributed
moderate,very high,overwhelming,many,no response,highly distributed
moderate,very high,overwhelming,many,minimal response,centralized
moderate,very high,overwhelming,many,minimal response,moderately distributed
moderate,very high,overwhelming,many,minimal response,highly distributed
moderate,very high,overwhelming,many,partial response,centralized
moderate,very high,overwhelming,many,partial response,moderately distributed
moderate,very high,overwhelming,many,partial response,highly distributed
moderate,very high,overwhelming,many,widespread response,centralized
moderate,very high,overwhelming,many,widespread response,moderately distributed
moderate,very high,overwhelming,many,widespread response,highly distributed
moderate,very high,overwhelming,many,broad response,centralized
moderate,very high,overwhelming,many,broad response,moderately distributed
moderate,very high,overwhelming,many,broad response,highly distributed
moderate,very high,overwhelming,many,complete response,centralized
moderate,very high,overwhelming,many,complete response,moderately distributed
moderate,very high,overwhelming,many,complete response,highly distributed
moderate,very high,overwhelming,broad sweep,no response,centralized
moderate,very high,overwhelming,broad sweep,no response,moderately distributed
moderate,very high,overwhelming,broad sweep,no response,highly distributed
moderate,very high,overwhelming,broad sweep,minimal response,centralized
moderate,very high,overwhelming,broad sweep,minimal response,moderately distributed
moderate,very high,overwhelming,broad sweep,minimal response,highly distributed
moderate,very high,overwhelming,broad sweep,partial response,centralized
moderate,very high,overwhelming,broad sweep,partial response,moderately distributed
moderate,very high,overwhelming,broad sweep,partial response,highly distributed
moderate,very high,overwhelming,broad sweep,widespread response,centralized
moderate,very high,overwhelming,broad sweep,widespread response,moderately distributed
moderate,very high,overwhelming,broad sweep,widespread response,highly distributed
moderate,very high,overwhelming,broad sweep,broad response,centralized
moderate,very high,overwhelming,broad sweep,broad response,moderately distributed
moderate,very high,overwhelming,broad sweep,broad response,highly distributed
moderate,very high,overwhelming,broad sweep,complete response,centralized
moderate,very high,overwhelming,broad sweep,complete response,moderately distributed
moderate,very high,overwhelming,broad sweep,complete response,highly distributed
long,very low,minimal,a few,no response,centralized
long,very low,minimal,a few,no response,moderately distributed
long,very low,minimal,a few,minimal response,centralized
long,very low,minimal,a few,minimal response,moderately distributed
long,very low,minimal,a few,partial response,centralized
long,very low,minimal,a few,partial response,moderately distributed
long,very low,minimal,a few,widespread response,centralized
long,very low,minimal,a few,widespread response,moderately distributed
long,very low,minimal,a few,broad response,centralized
long,very low,minimal,a few,broad response,moderately distributed
long,very low,minimal,a few,complete response,centralized
long,very low,minimal,a few,complete response,moderately distributed
long,very low,minimal,several,no response,centralized
long,very low,minimal,several,no response,moderately distributed
long,very low,minimal,several,minimal response,centralized
long,very low,minimal,several,minimal response,moderately distributed
long,very low,minimal,several,partial response,centralized
long,very low,minimal,several,partial response,moderately distributed
long,very low,minimal,several,widespread response,centralized
long,very low,minimal,several,widespread response,moderately distributed
long,very low,minimal,several,broad response,centralized
long,very low,minimal,several,broad response,moderately distributed
long,very low,minimal,several,complete response,centralized
long,very low,minimal,several,complete response,moderately distributed
long,very low,minimal,many,no response,centralized
long,very low,minimal,many,no response,moderately distributed
long,very low,minimal,many,minimal response,centralized
long,very low,minimal,many,minimal response,moderately distributed
long,very low,minimal,many,partial response,centralized
long,very low,minimal,many,partial response,moderately distributed
long,very low,minimal,many,widespread response,centralized
long,very low,minimal,many,widespread response,moderately distributed
long,very low,minimal,many,broad response,centralized
long,very low,minimal,many,broad response,moderately distributed
long,very low,minimal,many,complete response,centralized
long,very low,minimal,many,complete response,moderately distributed
long,very low,minimal,broad sweep,no response,centralized
long,very low,minimal,broad sweep,no response,moderately distributed
long,very low,minimal,broad sweep,no response,highly distributed
long,very low,minimal,broad sweep,minimal response,centralized
long,very low,minimal,broad sweep,minimal response,moderately distributed
long,very low,minimal,broad sweep,minimal response,highly distributed
long,very low,minimal,broad sweep,partial response,centralized
long,very low,minimal,broad sweep,partial response,moderately distributed
long,very low,minimal,broad sweep,partial response,highly distributed
long,very low,minimal,broad sweep,widespread response,centralized
long,very low,minimal,broad sweep,widespread response,moderately distributed
long,very low,minimal,broad sweep,widespread response,highly distributed
long,very low,minimal,broad sweep,broad response,centralized
long,very low,minimal,broad sweep,broad response,moderately distributed
long,very low,minimal,broad sweep,broad response,highly distributed
long,very low,minimal,broad sweep,complete response,centralized
long,very low,minimal,broad sweep,complete response,moderately distributed
long,very low,minimal,broad sweep,complete response,highly distributed
long,very low,low,a few,no response,centralized
long,very low,low,a few,no response,moderately distributed
long,very low,low,a few,minimal response,centralized
long,very low,low,a few,minimal response,moderately distributed
long,very low,low,a few,partial response,centralized
long,very low,low,a few,partial response,moderately distributed
long,very low,low,a few,widespread response,centralized
long,very low,low,a few,widespread response,moderately distributed
long,very low,low,a few,broad response,centralized
long,very low,low,a few,broad response,moderately distributed
long,very low,low,a few,complete response,centralized
long,very low,low,a few,complete response,moderately distributed
long,very low,low,several,no response,centralized
long,very low,low,several,no response,moderately distributed
long,very low,low,several,minimal response,centralized
long,very low,low,several,minimal response,moderately distributed
long,very low,low,several,partial response,centralized
long,very low,low,several,partial response,moderately distributed
long,very low,low,several,widespread response,centralized
long,very low,low,several,widespread response,moderately distributed
long,very low,low,several,broad response,centralized
long,very low,low,several,broad response,moderately distributed
long,very low,low,several,complete response,centralized
long,very low,low,several,complete response,moderately distributed
long,very low,low,many,no response,centralized
long,very low,low,many,no response,moderately distributed
long,very low,low,many,minimal response,centralized
long,very low,low,many,minimal response,moderately distributed
long,very low,low,many,partial response,centralized
long,very low,low,many,partial response,moderately distributed
long,very low,low,many,widespread response,centralized
long,very low,low,many,widespread response,moderately distributed
long,very low,low,many,broad response,centralized
long,very low,low,many,broad response,moderately distributed
long,very low,low,many,complete response,centralized
long,very low,low,many,complete response,moderately distributed
long,very low,low,broad sweep,no response,centralized
long,very low,low,broad sweep,no response,moderately distributed
long,very low,low,broad sweep,no response,highly distributed
long,very low,low,broad sweep,minimal response,centralized
long,very low,low,broad sweep,minimal response,moderately distributed
long,very low,low,broad sweep,minimal response,highly distributed
long,very low,low,broad sweep,partial response,centralized
long,very low,low,broad sweep,partial response,moderately distributed
long,very low,low,broad sweep,partial response,highly distributed
long,very low,low,broad sweep,widespread response,centralized
long,very low,low,broad sweep,widespread response,moderately distributed
long,very low,low,broad sweep,widespread response,highly distributed
long,very low,low,broad sweep,broad response,centralized
long,very low,low,broad sweep,broad response,moderately distributed
long,very low,low,broad sweep,broad response,highly distributed
long,very low,low,broad sweep,complete response,centralized
long,very low,low,broad sweep,complete response,moderately distributed
long,very low,low,broad sweep,complete response,highly distributed
long,very low,moderate,a few,no response,centralized
long,very low,moderate,a few,no response,moderately distributed
long,very low,moderate,a few,minimal response,centralized
long,very low,moderate,a few,minimal response,moderately distributed
long,very low,moderate,a few,partial response,centralized
long,very low,moderate,a few,partial response,moderately distributed
long,very low,moderate,a few,widespread response,centralized
long,very low,moderate,a few,widespread response,moderately distributed
long,very low,moderate,a few,broad response,centralized
long,very low,moderate,a few,broad response,moderately distributed
long,very low,moderate,a few,complete response,centralized
long,very low,moderate,a few,complete response,moderately distributed
long,very low,moderate,several,no response,centralized
long,very low,moderate,several,no response,moderately distributed
long,very low,moderate,several,minimal response,centralized
long,very low,moderate,several,minimal response,moderately distributed
long,very low,moderate,several,partial response,centralized
long,very low,moderate,several,partial response,moderately distributed
long,very low,moderate,several,widespread response,centralized
long,very low,moderate,several,widespread response,moderately distributed
long,very low,moderate,several,broad response,centralized
long,very low,moderate,several,broad response,moderately distributed
long,very low,moderate,several,complete response,centralized
long,very low,moderate,several,complete response,moderately distributed
long,very low,moderate,many,no response,centralized
long,very low,moderate,many,no response,moderately distributed
long,very low,moderate,many,minimal response,centralized
long,very low,moderate,many,minimal response,moderately distributed
long,very low,moderate,many,partial response,centralized
long,very low,moderate,many,partial response,moderately distributed
long,very low,moderate,many,widespread response,centralized
long,very low,moderate,many,widespread response,moderately distributed
long,very low,moderate,many,broad response,centralized
long,very low,moderate,many,broad response,moderately distributed
long,very low,moderate,many,complete response,centralized
long,very low,moderate,many,complete response,moderately distributed
long,very low,moderate,broad sweep,no response,centralized
long,very low,moderate,broad sweep,no response,moderately distributed
long,very low,moderate,broad sweep,no response,highly distributed
long,very low,moderate,broad sweep,minimal response,centralized
long,very low,moderate,broad sweep,minimal response,moderately distributed
long,very low,moderate,broad sweep,minimal response,highly distributed
long,very low,moderate,broad sweep,partial response,centralized
long,very low,moderate,broad sweep,partial response,moderately distributed
long,very low,moderate,broad sweep,partial response,highly distributed
long,very low,moderate,broad sweep,widespread response,centralized
long,very low,moderate,broad sweep,widespread response,moderately distributed
long,very low,moderate,broad sweep,widespread response,highly distributed
long,very low,moderate,broad sweep,broad response,centralized
long,very low,moderate,broad sweep,broad response,moderately distributed
long,very low,moderate,broad sweep,broad response,highly distributed
long,very low,moderate,broad sweep,complete response,centralized
long,very low,moderate,broad sweep,complete response,moderately distributed
long,very low,moderate,broad sweep,complete response,highly distributed
long,low,minimal,a few,no response,centralized
long,low,minimal,a few,no response,moderately distributed
long,low,minimal,a few,no response,highly distributed
long,low,minimal,a few,minimal response,centralized
long,low,minimal,a few,minimal response,moderately distributed
long,low,minimal,a few,minimal response,highly distributed
long,low,minimal,a few,partial response,centralized
long,low,minimal,a few,partial response,moderately distributed
long,low,minimal,a few,partial response,highly distributed
long,low,minimal,a few,widespread response,centralized
long,low,minimal,a few,widespread response,moderately distributed
long,low,minimal,a few,widespread response,highly distributed
long,low,minimal,a few,broad response,centralized
long,low,minimal,a few,broad response,moderately distributed
long,low,minimal,a few,broad response,highly distributed
long,low,minimal,a few,complete response,centralized
long,low,minimal,a few,complete response,moderately distributed
long,low,minimal,a few,complete response,highly distributed
long,low,minimal,several,no response,centralized
long,low,minimal,several,no response,moderately distributed
long,low,minimal,several,no response,highly distributed
long,low,minimal,several,minimal response,centralized
long,low,minimal,several,minimal response,moderately distributed
long,low,minimal,several,minimal response,highly distributed
long,low,minimal,several,partial response,centralized
long,low,minimal,several,partial response,moderately distributed
long,low,minimal,several,partial response,highly distributed
long,low,minimal,several,widespread response,centralized
long,low,minimal,several,widespread response,moderately distributed
long,low,minimal,several,widespread response,highly distributed
long,low,minimal,several,broad response,centralized
long,low,minimal,several,broad response,moderately distributed
long,low,minimal,several,broad response,highly distributed
long,low,minimal,several,complete response,centralized
long,low,minimal,several,complete response,moderately distributed
long,low,minimal,several,complete response,highly distributed
long,low,minimal,many,no response,centralized
long,low,minimal,many,no response,moderately distributed
long,low,minimal,many,no response,highly distributed
long,low,minimal,many,minimal response,centralized
long,low,minimal,many,minimal response,moderately distributed
long,low,minimal,many,minimal response,highly distributed
long,low,minimal,many,partial response,centralized
long,low,minimal,many,partial response,moderately distributed
long,low,minimal,many,partial response,highly distributed
long,low,minimal,many,widespread response,centralized
long,low,minimal,many,widespread response,moderately distributed
long,low,minimal,many,widespread response,highly distributed
long,low,minimal,many,broad response,centralized
long,low,minimal,many,broad response,moderately distributed
long,low,minimal,many,broad response,highly distributed
long,low,minimal,many,complete response,centralized
long,low,minimal,many,complete response,moderately distributed
long,low,minimal,many,complete response,highly distributed
long,low,minimal,broad sweep,no response,centralized
long,low,minimal,broad sweep,no response,moderately distributed
long,low,minimal,broad sweep,no response,highly distributed
long,low,minimal,broad sweep,minimal response,centralized
long,low,minimal,broad sweep,minimal response,moderately distributed
long,low,minimal,broad sweep,minimal response,highly distributed
long,low,minimal,broad sweep,partial response,centralized
long,low,minimal,broad sweep,partial response,moderately distributed
long,low,minimal,broad sweep,partial response,highly distributed
long,low,minimal,broad sweep,widespread response,centralized
long,low,minimal,broad sweep,widespread response,moderately distributed
long,low,minimal,broad sweep,widespread response,highly distributed
long,low,minimal,broad sweep,broad response,centralized
long,low,minimal,broad sweep,broad response,moderately distributed
long,low,minimal,broad sweep,broad response,highly distributed
long,low,minimal,broad sweep,complete response,centralized
long,low,minimal,broad sweep,complete response,moderately distributed
long,low,minimal,broad sweep,complete response,highly distributed
long,low,low,a few,no response,centralized
long,low,low,a few,no response,moderately distributed
long,low,low,a few,no response,highly distributed
long,low,low,a few,minimal response,centralized
long,low,low,a few,minimal response,moderately distributed
long,low,low,a few,minimal response,highly distributed
long,low,low,a few,partial response,centralized
long,low,low,a few,partial response,moderately distributed
long,low,low,a few,partial response,highly distributed
long,low,low,a few,widespread response,centralized
long,low,low,a few,widespread response,moderately distributed
long,low,low,a few,widespread response,highly distributed
long,low,low,a few,broad response,centralized
long,low,low,a few,broad response,moderately distributed
long,low,low,a few,broad response,highly distributed
long,low,low,a few,complete response,centralized
long,low,low,a few,complete response,moderately distributed
long,low,low,a few,complete response,highly distributed
long,low,low,several,no response,centralized
long,low,low,several,no response,moderately distributed
long,low,low,several,no response,highly distributed
long,low,low,several,minimal response,centralized
long,low,low,several,minimal response,moderately distributed
long,low,low,several,minimal response,highly distributed
long,low,low,several,partial response,centralized
long,low,low,several,partial response,moderately distributed
long,low,low,several,partial response,highly distributed
long,low,low,several,widespread response,centralized
long,low,low,several,widespread response,moderately distributed
long,low,low,several,widespread response,highly distributed
long,low,low,several,broad response,centralized
long,low,low,several,broad response,moderately distributed
long,low,low,several,broad response,highly distributed
long,low,low,several,complete response,centralized
long,low,low,several,complete response,moderately distributed
long,low,low,several,complete response,highly distributed
long,low,low,many,no response,centralized
long,low,low,many,no response,moderately distributed
long,low,low,many,no response,highly distributed
long,low,low,many,minimal response,centralized
long,low,low,many,minimal response,moderately distributed
long,low,low,many,minimal response,highly distributed
long,low,low,many,partial response,centralized
long,low,low,many,partial response,moderately distributed
long,low,low,many,partial response,highly distributed
long,low,low,many,widespread response,centralized
long,low,low,many,widespread response,moderately distributed
long,low,low,many,widespread response,highly distributed
long,low,low,many,broad response,centralized
long,low,low,many,broad response,moderately distributed
long,low,low,many,broad response,highly distributed
long,low,low,many,complete response,centralized
long,low,low,many,complete response,moderately distributed
long,low,low,many,complete response,highly distributed
long,low,low,broad sweep,no response,centralized
long,low,low,broad sweep,no response,moderately distributed
long,low,low,broad sweep,no response,highly distributed
long,low,low,broad sweep,minimal response,centralized
long,low,low,broad sweep,minimal response,moderately distributed
long,low,low,broad sweep,minimal response,highly distributed
long,low,low,broad sweep,partial response,centralized
long,low,low,broad sweep,partial response,moderately distributed
long,low,low,broad sweep,partial response,highly distributed
long,low,low,broad sweep,widespread response,centralized
long,low,low,broad sweep,widespread response,moderately distributed
long,low,low,broad sweep,widespread response,highly distributed
long,low,low,broad sweep,broad response,centralized
long,low,low,broad sweep,broad response,moderately distributed
long,low,low,broad sweep,broad response,highly distributed
long,low,low,broad sweep,complete response,centralized
long,low,low,broad sweep,complete response,moderately distributed
long,low,low,broad sweep,complete response,highly distributed
long,low,moderate,a few,no response,centralized
long,low,moderate,a few,no response,moderately distributed
long,low,moderate,a few,no response,highly distributed
long,low,moderate,a few,minimal response,centralized
long,low,moderate,a few,minimal response,moderately distributed
long,low,moderate,a few,minimal response,highly distributed
long,low,moderate,a few,partial response,centralized
long,low,moderate,a few,partial response,moderately distributed
long,low,moderate,a few,partial response,highly distributed
long,low,moderate,a few,widespread response,centralized
